Aarons Pass,NSW 
Tweed Heads,NSW 
Tweed Heads South,NSW 
Tweed Heads West,NSW 
Twelve Mile Creek,NSW 
Twelve Mile,NSW 
Twelve Mile Peg,NSW 
Twenty Forests,NSW 
Twin Rivers,NSW 
Twin Waters,QLD 
Two Mile Flat,NSW 
Two Mile,QLD 
Two Rocks,WA 
Two Wells,SA 
Tyaak,VIC 
Tyabb,VIC 
Tyagarah,NSW 
Tyalgum Creek,NSW 
Tyalgum,NSW 
Tyenna,TAS 
Tyenna,VIC 
Tyers,VIC 
Tygalgah,NSW 
Tylden South,VIC 
Tylden,VIC 
Tyndale,NSW 
Tynong North,VIC 
Tynong,VIC 
Tyntynder South,VIC 
Tyntynder,VIC 
Tyrconnel,QLD 
Tyrendarra East,VIC 
Tyrendarra,VIC 
Tyringa,SA 
Tyringham,NSW 
Tyrrell Downs,VIC 
Tyrrell,VIC 
Tysons Reef,VIC 
Uarbry,NSW 
Ubobo,QLD 
Ucarty,WA 
Ucarty West,WA 
Ucolta,SA 
Uduc,WA 
Uki,NSW 
Ulamambri,NSW 
Ulan,NSW 
Ularring,WA 
Uleybury,SA 
Uley,SA 
Ulladulla,NSW 
Ullamalla,NSW 
Ullina,VIC 
Ullswater,VIC 
Ulmarra,NSW 
Ulogie,QLD 
Ulong,NSW 
Ulooloo,SA 
Ultima East,VIC 
Ultima,VIC 
Ultimo,NSW 
Ulupna,VIC 
Ulverstone,TAS 
Ulyerra,SA 
Umagico,QLD 
Umbakumba,NT
Umbiram,QLD 
Umina Beach,NSW 
Unanderra,NSW 
Undalya,SA 
Undera,VIC 
Underbank,NSW 
Underbool,VIC 
Undercliffe,NSW 
Underdale,SA 
Underwood,QLD 
Underwood,TAS 
Undoolya,NT
Undullah,QLD 
Ungarie,NSW 
Ungarra,SA 
University Of Adelaide,SA 
University Of Canberra,ACT 
University Of Melbourne,VIC 
University Of New England,NSW 
University Of Queensland,QLD 
University Of Tasmania,TAS 
University Of Wollongong,NSW 
Unley BC,SA 
Unley DC,SA 
Unley Park,SA 
Unley,SA 
Unsw Sydney,NSW 
Unumgar,NSW 
Upotipotpon,VIC 
Upper Allyn,NSW 
Upper Barron,QLD 
Upper Bingara,NSW 
Upper Blessington,TAS 
Upper Bowman,NSW 
Upper Brookfield,QLD 
Upper Burnie,TAS 
Upper Burringbar,NSW 
Upper Bylong,NSW 
Upper Caboolture,QLD 
Upper Capel,WA 
Upper Castra,TAS 
Upper Colo,NSW 
Upper Coomera,QLD 
Upper Coopers Creek,NSW 
Upper Cooyar Creek,QLD 
Upper Copmanhurst,NSW 
Upper Corindi,NSW 
Upper Crystal Creek,NSW 
Upper Daintree,QLD 
Upper Daradgee,QLD 
Upper Dartbrook,NSW 
Upper Dawson,QLD 
Upper Duck Creek,NSW 
Upper Duroby,NSW 
Upper Eden Creek,NSW 
Upper Esk,TAS 
Upper Ferntree Gully,VIC 
Upper Fine Flower,NSW 
Upper Flagstone,QLD 
Upper Freestone,QLD 
Upper Glastonbury,QLD 
Upper Growee,NSW 
Upper Gundowring,VIC 
Upper Haughton,QLD 
Upper Hermitage,SA 
Upper Horseshoe Creek,NSW 
Upper Horton,NSW 
Upper Kandanga,QLD 
Upper Kangaroo River,NSW 
Upper Kangaroo Valley,NSW 
Upper Karuah River,NSW 
Upper Kedron,QLD 
Upper Lansdowne,NSW 
Upper Lockyer,QLD 
Upper Lurg,VIC 
Upper Macdonald,NSW 
Upper Main Arm,NSW 
Upper Mangrove,NSW 
Upper Manilla,NSW 
Upper Mongogarie,NSW 
Upper Mount Gravatt BC,QLD 
Upper Mount Gravatt,QLD 
Upper Murray,WA 
Upper Myall,NSW 
Upper Natone,TAS 
Upper Nile,NSW 
Upper Orara,NSW 
Upper Pappinbarra,NSW 
Upper Pilton,QLD 
Upper Pinelands,QLD 
Upper Plenty,VIC 
Upper Rollands Plains,NSW 
Upper Rouchel,NSW 
Upper Ryans Creek,VIC 
Upper Scamander,TAS 
Upper Stone,QLD 
Upper Stowport,TAS 
Upper Sturt,SA 
Upper Swan,WA 
Upper Taylors Arm,NSW 
Upper Tenthill,QLD 
Upper Tooloom,NSW 
Upper Turon,NSW 
Upper Warrego,QLD 
Upper Warren,WA 
Upper Wheatvale,QLD 
Upper Wilsons Creek,NSW 
Upper Woodstock,TAS 
Upper Yarraman,QLD 
Upsalls Creek,NSW 
Upton Hill,VIC 
Upwey,VIC 
Uraidla,SA 
Uralba,NSW 
Uralla,NSW 
Uralla,NT
Urana,NSW 
Urangan,QLD 
Urangeline East,NSW 
Urangeline,NSW 
Urania,SA 
Uranquinty,NSW 
Urawilkie,NSW 
Urbenville,NSW 
Uriarra,ACT 
Uriarra Village,ACT 
Urila,NSW 
Urisino,NSW 
Urliup,NSW 
Urraween,QLD 
Urrbrae,SA 
Urunga,NSW 
Useless Loop,WA 
Usher,WA 
Utakarra,WA 
Utchee Creek,QLD 
Utungun,NSW 
Uworra,SA 
Uxbridge,TAS 
Vacy,NSW 
Valdora,QLD 
Valencia Creek,VIC 
Valentine,NSW 
Valentine Plains,QLD 
Valentine,WA 
Vale Of Clwydd,NSW 
Vale Park,SA 
Valery,NSW 
Vale View,QLD 
Valkyrie,QLD 
Valla Beach,NSW 
Valla,NSW 
Valley Heights,NSW 
Valley Of Lagoons,QLD 
Valley View,SA 
Vancouver Peninsula,WA 
Varley,WA 
Varroville,NSW 
Varsity Lakes,QLD 
Vasa Views,QLD 
Vasey,VIC 
Vasse,WA 
Vaucluse,NSW 
Vaughan,VIC 
Vectis,VIC 
Veitch,SA 
Venn,NT
Ventnor,QLD 
Ventnor,VIC 
Venus Bay,SA 
Venus Bay,VIC 
Veradilla,QLD 
Verdun,SA 
Veresdale,QLD 
Veresdale Scrub,QLD 
Vergemont,QLD 
Verges Creek,NSW 
Vermont South,VIC 
Vermont,VIC 
Vernon Islands,NT
Vernor,QLD 
Verona,NSW 
Verona Sands,TAS 
Verran,SA 
Verrierdale,QLD 
Vervale,VIC 
Vesper,VIC 
Veteran,QLD 
V Gate,QLD 
Victor Harbor,SA 
Victoria Estate,QLD 
Victoria Hill,QLD 
Victoria Park,WA 
Victoria Plains,QLD 
Victoria Plantation,QLD 
Victoria Point,QLD 
Victoria Point,VIC 
Victoria Point West,QLD 
Victoria River Downs,NT
Victoria River,NT
Victoria Rock,WA 
Victoria Vale,QLD 
Victoria Valley,TAS 
Victoria Valley,VIC 
Victory Heights,QLD 
Victory Heights,WA 
Viewbank,VIC 
Villawood,NSW 
Villeneuve,QLD 
Vincentia,NSW 
Vincent,QLD 
Vinegar Hill,QLD 
Vine Vale,SA 
Vineyard,NSW 
Vinifera,VIC 
Violet Hill,NSW 
Violet Town,VIC 
Virginia BC,QLD 
Virginia DC,QLD 
Virginia,NT
Virginia,QLD 
Virginia,SA 
Vista,SA 
Vite Vite North,VIC 
Vite Vite,VIC 
Vittoria,NSW 
Vittoria,WA 
Viveash,WA 
Vivonne Bay,SA 
Voyager Point,NSW 
Waaia,VIC 
Waanyarra,VIC 
Waarre,VIC 
Wabonga,VIC 
Wacol,QLD 
Wadalba,NSW 
Wadbilliga,NSW 
Waddamana,TAS 
Wadderin,WA 
Waddikee,SA 
Waddington,WA 
Waddy Forest,WA 
Wadeville,NSW 
Wadeye,NT
Waeel,WA 
Wagait Beach,NT
Wagaman,NT
Wagerup,WA 
Waggarandall,VIC 
Wagga Wagga BC,NSW 
Wagga Wagga,NSW 
Wagga Wagga Raaf,NSW 
Wagga Wagga South,NSW 
Waggrakine,WA 
Wagin,WA 
Wagstaffe,NSW 
Wahgunyah,VIC 
Wahoon,QLD 
Wahring,VIC 
Wahroonga,NSW 
Waikerie,SA 
Waikiki,WA 
Wail,VIC 
Wainui,QLD 
Wairewa,VIC 
Wairuna,QLD 
Waitara,NSW 
Waitchie,VIC 
Waitpinga,SA 
Waitui,NSW 
Wakefield,NSW 
Wakeley,NSW 
Wakerley,QLD 
Wakool,NSW 
Wak Wak,NT
Walang,NSW 
Walbundrie,NSW 
Walcha,NSW 
Walcha Road,NSW 
Waldara,VIC 
Waldegrave,NSW 
Walebing,WA 
Walgett,NSW 
Walgoolan,WA 
Walhalla East,VIC 
Walhalla,VIC 
Walkamin,QLD 
Walkaway,WA 
Walker Flat,SA 
Walkers Point,QLD 
Walkerston,QLD 
Walkervale,QLD 
Walkerville North,VIC 
Walkerville,SA 
Walkerville South,VIC 
Walkerville,VIC 
Walkley Heights,SA 
Wallabadah,NSW 
Wallabi Point,NSW 
Wallacedale,VIC 
Wallace Rockhole,NT
Wallaces Creek,QLD 
Wallacetown,NSW 
Wallace,VIC 
Wallacia,NSW 
Wallaga Lake Heights,NSW 
Wallaga Lake,NSW 
Wallagaraugh,VIC 
Wallagoot,NSW 
Wallala,SA 
Wallalong,NSW 
Wallaloo East,VIC 
Wallaloo,VIC 
Wallaman,QLD 
Wallamore,NSW 
Wallanbah,NSW 
Wallangarra,QLD 
Wallangra,NSW 
Wallanthery,NSW 
Wallan,VIC 
Wallarah,NSW 
Wallareenya,WA 
Wallaringa,NSW 
Wallarobba,NSW 
Wallaroo Mines,SA 
Wallaroo,NSW 
Wallaroo Plain,SA 
Wallaroo,QLD 
Wallaroo,SA 
Wallaroo,WA 
Wallaville,QLD 
Walla Walla,NSW 
Wallendbeen,NSW 
Wallerawang,NSW 
Walleroobie,NSW 
Wall Flat,SA 
Walliebum,QLD 
Walligan,QLD 
Wallinduc,VIC 
Wallingat,NSW 
Wallington,VIC 
Wallis Lake,NSW 
Walliston Dc,WA 
Walliston,WA 
Walloon,QLD 
Walloway,SA 
Wallsend,NSW 
Wallsend South,NSW 
Walls Of Jerusalem,TAS 
Wallumbilla North,QLD 
Wallumbilla,QLD 
Wallumbilla South,QLD 
Wallup,VIC 
Wallu,QLD 
Walmer,NSW 
Walmer,VIC 
Walmsley,WA 
Walmul,QLD 
Walpa,VIC 
Walpeup,VIC 
Walpole,WA 
Walsall,WA 
Walterhall,QLD 
Walter Hill,QLD 
Walter Lever Estate,QLD 
Waltowa,SA 
Wal Wal,VIC 
Walwa,VIC 
Walyormouring,WA 
Walyunga National Park,WA 
Walyurin,WA 
Wambangalang,NSW 
Wamban,NSW 
Wamberal,NSW 
Wamboin,NSW 
Wambool,NSW 
Wambrook,NSW 
Wamenusking,WA 
Wami Kata,SA 
Wamoon,NSW 
Wamuran Basin,QLD 
Wamuran,QLD 
Wanaaring,NSW 
Wanalta,VIC 
Wanbi,SA 
Wandal,QLD 
Wandana Heights,VIC 
Wandana,SA 
Wandana,WA 
Wandandian,NSW 
Wandearah East,SA 
Wandearah,SA 
Wandearah West,SA 
Wandella,NSW 
Wandella,VIC 
Wandera,NSW 
Wandering,WA 
Wandiligong,VIC 
Wandillup,WA 
Wandilo,SA 
Wandina,WA 
Wandin East,VIC 
Wandin North,VIC 
Wandi,WA 
Wandoan,QLD 
Wando Bridge,VIC 
Wandong,VIC 
Wandook,NSW 
Wando Vale,VIC 
Wandown,VIC 
Wandsworth,NSW 
Wanerie,WA 
Wangandary,VIC 
Wanganella,NSW 
Wangan,QLD 
Wanganui,NSW 
Wangarabell,VIC 
Wangara Dc,WA 
Wangara DC,WA 
Wangaratta Forward,VIC 
Wangaratta,QLD 
Wangaratta South,VIC 
Wangaratta,VIC 
Wangara,WA 
Wangary,SA 
Wangetti,QLD 
Wangie,VIC 
Wangi Wangi,NSW 
Wangolina,SA 
Wangoom,VIC 
Wanguri,NT
Wang Wauk,NSW 
Wanilla,SA 
Wanjuru,QLD 
Wannamal,WA 
Wannanup,WA 
Wannan,WA 
Wanneroo,WA 
Wanniassa,ACT 
Wannon,VIC 
Wanora,QLD 
Wansbrough,WA 
Wantabadgery,NSW 
Wantagong,NSW 
Wantiool,NSW 
Wantirna South,VIC 
Wantirna,VIC 
Wapengo,NSW 
Wappilka,SA 
Warabrook,NSW 
Waramanga,ACT 
Warana,QLD 
Waranga Shores,VIC 
Waranga,VIC 
Waratah Bay,VIC 
Waratah,NSW 
Waratah,TAS 
Waratah West,NSW 
Warawarrup,WA 
Warburn,NSW 
Warburton,QLD 
Warburton,VIC 
Warburton,WA 
Warburto,SA 
Ward Belt,SA 
Wardell,NSW 
Wardering,WA 
Ward Hill,SA 
Warding East,WA 
Wardrop Valley,NSW 
Wards Mistake,NSW 
Wards River,NSW 
Wareek,VIC 
Wareemba,NSW 
Warenda,QLD 
Wargan,VIC 
Warialda,NSW 
Warialda Rail,NSW 
Warilla,NSW 
Warkon,QLD 
Warkworth,NSW 
Warmun,WA 
Warmur,VIC 
Warnbro,WA 
Warncoort,VIC 
Warneet,VIC 
Warner Glen,WA 
Warner,QLD 
Warners Bay,NSW 
Warnertown,SA 
Warnervale,NSW 
Warne,VIC 
Warnoah,QLD 
Warnung,QLD 
Warooka,SA 
Waroona,WA 
Warrabah,NSW 
Warraber Island,QLD 
Warrabkook,VIC 
Warrachie,SA 
Warrachuppin,WA 
Warracknabeal,VIC 
Warradale North,SA 
Warradale,SA 
Warradarge,WA 
Warraderry,NSW 
Warragai Creek,NSW 
Warragamba,NSW 
Warragoon,NSW 
Warragul South,VIC 
Warragul,VIC 
Warragul West,VIC 
Warrah Creek,NSW 
Warrah,NSW 
Warrah Ridge,NSW 
Warrak,VIC 
Warralakin,WA 
Warral,NSW 
Warramboo,SA 
Warrami,QLD 
Warrandyte South,VIC 
Warrandyte,VIC 
Warrane,TAS 
Warranulla,NSW 
Warranwood,VIC 
Warra,QLD 
Warrawee,NSW 
Warrawidgee,NSW 
Warrawong,NSW 
Warrayure,VIC 
Warrazambil Creek,NSW 
Warregah Island,NSW 
Warrego,NT
Warrell Creek,NSW 
Warrenbayne,VIC 
Warrenheip,VIC 
Warrenmang,VIC 
Warren,NSW 
Warrentinna,TAS 
Warrenup,WA 
Warriewood,NSW 
Warriewood Shopping Square,NSW 
Warrill View,QLD 
Warrimoo,NSW 
Warringah Mall,NSW 
Warri,NSW 
Warrion,VIC 
Warriwillah,NSW 
Warrnambool,VIC 
Warrock,VIC 
Warrong,VIC 
Warroo,NSW 
Warroo,QLD 
Warrow,SA 
Warrubullen,QLD 
Warrumbungle,NSW 
Warruwi,NT
Wartook,VIC 
Warumungu,NT
Warwick DC,QLD 
Warwick Farm,NSW 
Warwick,QLD 
Warwick,WA 
Washpool,NSW 
Washpool,QLD 
Washpool,SA 
Wasleys,SA 
Watalgan,QLD 
Watanobbi,NSW 
Watchem,VIC 
Watchem West,VIC 
Watchman,SA 
Watchupga,VIC 
Wateranga,QLD 
Waterbank,WA 
Watercarrin,WA 
Waterfall Gully,SA 
Waterfall,NSW 
Waterford Park,VIC 
Waterford,QLD 
Waterford,VIC 
Waterford,WA 
Waterford West,QLD 
Waterfront Place,QLD 
Watergardens,VIC 
Waterholes,VIC 
Waterhouse,TAS 
Waterloo Corner,SA 
Waterloo,NSW 
Waterloo,QLD 
Waterloo,SA 
Waterloo,TAS 
Waterloo,VIC 
Waterloo,WA 
Watermans Bay,WA 
Watersleigh,NSW 
Watervale,SA 
Waterview Heights,NSW 
Waterview,NSW 
Waterways,VIC 
Watheroo,WA 
Watraba,SA 
Watson,ACT 
Watsonia North,VIC 
Watsonia,VIC 
Watsons Bay,NSW 
Watsons Creek,NSW 
Watsons Creek,VIC 
Watsons Crossing,QLD 
Watsonville,QLD 
Wattamolla,NSW 
Wattamondara,NSW 
Wattening,WA 
Wattlebank,QLD 
Wattle Bank,VIC 
Wattle Camp,QLD 
Wattle Creek,VIC 
Wattle Flat,NSW 
Wattle Flat,SA 
Wattle Flat,VIC 
Wattle Glen,VIC 
Wattle Grove,NSW 
Wattle Grove,QLD 
Wattle Grove,TAS 
Wattle Grove,WA 
Wattle Hill,TAS 
Wattle Hill,VIC 
Wattle Park,SA 
Wattle Park,VIC 
Wattle Ponds,NSW 
Wattle Range East,SA 
Wattle Range,SA 
Wattle Ridge,NSW 
Wattle Ridge,QLD 
Wattle Springs,NSW 
Wattletree Road Po,VIC 
Wattleup,WA 
Wattoning,WA 
Watton,NSW 
Waubra,VIC 
Wauchope,NSW 
Waugh Pocket,QLD 
Waugorah,NSW 
Waukaringa,SA 
Waukivory,NSW 
Wauraltee,SA 
Waurn Ponds,VIC 
Wave Hill,NT
Wavell Heights North,QLD 
Wavell Heights,QLD 
Waverley Gardens,VIC 
Waverley,NSW 
Waverley,QLD 
Waverley,TAS 
Waverly,NSW 
Waverton,NSW 
Wayatinah,TAS 
Waygara,VIC 
Wayo,NSW 
Wayville,SA 
Way Way,NSW 
Weabonga,NSW 
Wealwandangie,QLD 
Wean,NSW 
Weatherboard,VIC 
Webb Beach,SA 
Webbers Creek,NSW 
Webberton,WA 
Webb,QLD 
Webbs Creek,NSW 
Weddell,NT
Wedderburn Junction,VIC 
Wedderburn,NSW 
Wedderburn,VIC 
Wedgecarrup,WA 
Wedgefield,WA 
Wedge Island,WA 
Weeaproinah,VIC 
Weedallion,NSW 
Weegena,TAS 
Wee Jasper,NSW 
Weemelah,NSW 
Weengallon,QLD 
Weering,VIC 
Weerite,VIC 
Weerriba,QLD 
Weetah,TAS 
Weetaliba,NSW 
Weetangera,ACT 
Weethalle,NSW 
Weetulta,SA 
Wee Waa,NSW 
Wee Wee Rup,VIC 
Wehla,VIC 
Weilmoringle,NSW 
Weipa Airport,QLD 
Weipa,QLD 
Weir River,QLD 
Weismantels,NSW 
Welaregang,NSW 
Welbungin,WA 
Welby,NSW 
Welcome Creek,QLD 
Weldborough,TAS 
Weld Range,WA 
Welland,SA 
Wellard,WA 
Wellcamp,QLD 
Wellers Hill,QLD 
Wellesley Islands,QLD 
Wellesley,QLD 
Wellesley,WA 
Wellingrove,NSW 
Wellington East,SA 
Wellington Forest,WA 
Wellington Mill,WA 
Wellington,NSW 
Wellington Park,TAS 
Wellington Point,QLD 
Wellington,SA 
Wellington Vale,NSW 
Wells Crossing,NSW 
Wellsford,VIC 
Wellstead,WA 
Welsby,QLD 
Welshmans Reef,VIC 
Welshpool Dc,WA 
Welshpool,VIC 
Welshpool,WA 
Wembley Downs,WA 
Wembley,WA 
Wemen,VIC 
Wendoree Park,NSW 
Wendouree,VIC 
Wendouree Village,VIC 
Wengenville,QLD 
Wenlock,QLD 
Wensleydale,VIC 
Wentworth Falls,NSW 
Wentworth,NSW 
Wentworth Point,NSW 
Wentworth,VIC 
Wentworthville,NSW 
Wepar,SA 
Wepowie,SA 
Werai,NSW 
Weranga,QLD 
Wereboldera,NSW 
Were Street Po,VIC 
Weribone,QLD 
Wermatong,NSW 
Werneth,VIC 
Werombi,NSW 
Werona,VIC 
Werri Beach,NSW 
Werribee South,VIC 
Werribee,VIC 
Werrikimbe,NSW 
Werrimull,VIC 
Werrington County,NSW 
Werrington Downs,NSW 
Werrington,NSW 
Werris Creek,NSW 
Wesburn,VIC 
Wesley Vale,TAS 
West Albury,NSW 
Westall,SA 
West Armidale,NSW 
West Arnhem,NT
West Ballidu,WA 
West Ballina,NSW 
West Bathurst,NSW 
West Beach,SA 
West Beach,WA 
West Bendigo,VIC 
West Binnu,WA 
Westbourne Park,SA 
Westbrook,NSW 
Westbrook,QLD 
West Bundaleer,SA 
West Bungawalbin,NSW 
West Burleigh,QLD 
Westbury,TAS 
Westbury,VIC 
West Busselton,WA 
Westby,VIC 
West Cape Howe,WA 
West Casuarinas,WA 
West Chatswood,NSW 
West Coolup,WA 
West Coraki,NSW 
Westcourt,QLD 
West Creek,VIC 
West Croydon,SA 
Westdale,NSW 
Westdale,WA 
West Devonport,TAS 
West End,QLD 
West End,WA 
Western Creek,QLD 
Western Creek,TAS 
Western Flat,SA 
Western Junction,TAS 
Western River,SA 
Westerway,TAS 
Westfield,WA 
West Fitzgerald,WA 
West Footscray,VIC 
Westgate,NSW 
West Gladstone,QLD 
West Gosford,NSW 
Westgrove,QLD 
West Haldon,QLD 
West Haven,NSW 
West Hindmarsh,SA 
West Hobart,TAS 
West Holleton,WA 
West Hoxton,NSW 
West Ipswich,QLD 
West Island Cocos (Keeling) Islands,WA 
West Kalgoorlie,WA 
West Kempsey,NSW 
West Kentish,TAS 
Westlake,QLD 
West Lakes,SA 
West Lakes Shore,SA 
West Lamington,WA 
West Launceston,TAS 
West Leederville,WA 
Westleigh,NSW 
West Lyons River,WA 
West Mackay,QLD 
Westmar,QLD 
Westmead,NSW 
Westmeadows,VIC 
West Melbourne,VIC 
Westmere,VIC 
Westminster,WA 
West Montagu,TAS 
West Moonah,TAS 
West Mooreville,TAS 
West Nowra,NSW 
Weston,ACT 
Weston Creek,ACT 
Westonia,WA 
Weston,NSW 
West Pennant Hills,NSW 
West Perth,WA 
West Pine,TAS 
West Pingelly,WA 
West Pinjarra,WA 
West Point,QLD 
West Popanyinning,WA 
West Prairie,QLD 
West Pymble,NSW 
West Range,SA 
West Richmond,SA 
West Ridgley,TAS 
West River,WA 
West Rockhampton,QLD 
West Ryde,NSW 
West Scottsdale,TAS 
West Stowe,QLD 
West Swan,WA 
West Takone,TAS 
West Tamworth,NSW 
West Toodyay,WA 
West Ulverstone,TAS 
Westville,NSW 
West Wallsend,NSW 
West Wellesley Islands,QLD 
West Wiangaree,NSW 
West Wodonga,VIC 
West Wollongong,NSW 
Westwood,NSW 
Westwood,QLD 
Westwood,TAS 
Westwood,WA 
West Woombye,QLD 
West Wyalong,NSW 
Wetherill Park Dc,NSW 
Wetherill Park,NSW 
Wetheron,QLD 
Wetuppa,NSW 
Weyba Downs,QLD 
Weymouth,TAS 
Whalan,NSW 
Whale Beach,NSW 
Whanregarwen,VIC 
Wharminda,SA 
Wharparilla,VIC 
Wharps,QLD 
Wheatlands,QLD 
Wheatsheaf,VIC 
Wheatvale,QLD 
Wheeler Heights,NSW 
Wheelers Hill,VIC 
Wheeny Creek,NSW 
Wheeo,NSW 
Wherrol Flat,NSW 
Whetstone,QLD 
Whian Whian,NSW 
Whichello,QLD 
Whim Creek,WA 
Whiporie,NSW 
Whipstick,VIC 
Whirily,VIC 
Whitby,WA 
White Beach,TAS 
Whitebridge,NSW 
White Cliffs,NSW 
Whitefoord,TAS 
White Gums,NT
White Gum Valley,WA 
Whiteheads Creek,VIC 
White Hill,SA 
White Hills,TAS 
White Hills,VIC 
White Hut,SA 
Whitelaw,VIC 
Whiteman Creek,NSW 
Whiteman,WA 
Whitemark,TAS 
Whitemore,TAS 
White Mountain,QLD 
White Patch,QLD 
White Peak,WA 
White Rock,NSW 
White Rock,QLD 
White Sands,SA 
Whites Flat,SA 
Whiteside,QLD 
Whites River,SA 
Whites Valley,SA 
White Well Corner,SA 
Whitfield,QLD 
Whitfield,VIC 
Whitlands,VIC 
Whitsundays,QLD 
Whittaker,WA 
Whittingham,NSW 
Whittington,VIC 
Whittlesea,VIC 
Whitton,NSW 
Whitwarta,SA 
Whoorel,VIC 
Whoota,NSW 
Whorouly East,VIC 
Whorouly South,VIC 
Whorouly,VIC 
Whroo,VIC 
Whyalla Barson,SA 
Whyalla DC,SA 
Whyalla Jenkins,SA 
Whyalla Norrie East,SA 
Whyalla Norrie North,SA 
Whyalla Norrie,SA 
Whyalla Playford,SA 
Whyalla,SA 
Whyalla Stuart,SA 
Whyanbeel,QLD 
Whyte Yarcowie,SA 
Wiagdon,NSW 
Wialki,WA 
Wiangaree,NSW 
Wiarborough,NSW 
Wicherina South,WA 
Wicherina,WA 
Wickepin,WA 
Wickham,NSW 
Wickham,NT
Wickham,TAS 
Wickham,WA 
Wickliffe,VIC 
Widden,NSW 
Widgee Crossing North,QLD 
Widgee Crossing South,QLD 
Widgeegoara,QLD 
Widgee,QLD 
Widgelli,NSW 
Widgiemooltha,WA 
Wieambilla,QLD 
Wights Mountain,QLD 
Wigley Flat,SA 
Wigton,QLD 
Wilberforce,NSW 
Wilberforce,WA 
Wilbetree,NSW 
Wilbinga,WA 
Wilburville,TAS 
Wilby,VIC 
Wilcannia,NSW 
Wilcherry,SA 
Wildash,QLD 
Wild Cattle Creek,NSW 
Wild Dog Valley,SA 
Wild Dog Valley,VIC 
Wildes Meadow,NSW 
Wild Horse Plains,SA 
Wildwood,VIC 
Wiley Park,NSW 
Wilgarrup,WA 
Wilga,WA 
Wilga West,WA 
Wilgoyne,WA 
Wilkawatt,SA 
Wilkesdale,QLD 
Wilkur,VIC 
Willagee Central,WA 
Willagee,WA 
Willala,NSW 
Willalooka,SA 
Willalo,SA 
Willamulka,SA 
Willangie,VIC 
Willare,WA 
Willaston,SA 
Willatook,VIC 
Willaura North,VIC 
Willaura,VIC 
Willawarrin,NSW 
Willawong,QLD 
Willbriggie,NSW 
Willenabrina,VIC 
Willetton,WA 
William Bay,WA 
Williamsdale,NSW 
Williams Landing,VIC 
Williamstown North,VIC 
Williamstown,SA 
Williamstown,VIC 
Williamstown,WA 
Williams,WA 
Williamtown,NSW 
Williamtown Raaf,NSW 
Willigobung,NSW 
Willina,NSW 
Willi Willi,NSW 
Willmot,NSW 
Willochra,SA 
Willoughby East,NSW 
Willoughby North,NSW 
Willoughby,NSW 
Willoughby,SA 
Willowbank,QLD 
Willow Banks,SA 
Willow Creek,SA 
Willow Grove,VIC 
Willowie,SA 
Willowmavin,VIC 
Willowra,NT
Willows Gemfields,QLD 
Willows,QLD 
Willow Tree,NSW 
Willow Vale,NSW 
Willowvale,QLD 
Willow Vale,QLD 
Willowvale,VIC 
Willson River,SA 
Willsons Downfall,NSW 
Wills,QLD 
Willunga Hill,SA 
Willunga,SA 
Willunga South,SA 
Willung South,VIC 
Willung,VIC 
Willurah,NSW 
Willyaroo,SA 
Willyung,WA 
Wilmington,SA 
Wilmot,TAS 
Wilora,NT
Wilpinjong,NSW 
Wilson Beach,QLD 
Wilsons Creek,NSW 
Wilsons Hill,VIC 
Wilsons Plains,QLD 
Wilsons Pocket,QLD 
Wilsons Promontory,VIC 
Wilsonton Heights,QLD 
Wilsonton,QLD 
Wilson Valley,QLD 
Wilson,WA 
Wilston,QLD 
Wilton,NSW 
Wilton,NT
Wiltshire,TAS 
Wiluna,WA 
Wilyabrup,WA 
Wimbledon Heights,VIC 
Wimbledon,NSW 
Wimborne,NSW 
Winburndale,NSW 
Winchelsea South,VIC 
Winchelsea,VIC 
Winchester,QLD 
Winchester,WA 
Windabout,WA 
Windale,NSW 
Windang,NSW 
Windaroo,QLD 
Windellama,NSW 
Windella,NSW 
Windera,NSW 
Windera,QLD 
Windermere,NSW 
Windermere Park,NSW 
Windermere,QLD 
Windermere,TAS 
Windermere,VIC 
Windeyer,NSW 
Windeyer,QLD 
Windorah,QLD 
Windowie,NSW 
Windradyne,NSW 
Windsor Downs,NSW 
Windsor Gardens,SA 
Windsor,NSW 
Windsor,QLD 
Windsor,SA 
Windsor,VIC 
Windy Harbour,WA 
Windy,NSW 
Winegrove,NSW 
Winfield,QLD 
Wingadee,NSW 
Wingala,NSW 
Wingan River,VIC 
Wingaroo,TAS 
Wingeel,VIC 
Wingellina,WA 
Wingello,NSW 
Wingen,NSW 
Wingfield,SA 
Wingham,NSW 
Winifred,NSW 
Winjallok,VIC 
Winkie,SA 
Winkleigh,TAS 
Winlaton,VIC 
Winmalee,NSW 
Winnaleah,TAS 
Winnambool,VIC 
Winnap,VIC 
Winnejup,WA 
Winnellie,NT
Winnindoo,VIC 
Winninowie,SA 
Winslow,VIC 
Winston Hills,NSW 
Winston,QLD 
Wintergarden,QLD 
Winthrop,WA 
Winton North,VIC 
Winton,NSW 
Winton,QLD 
Winton,VIC 
Winulta,SA 
Winwill,QLD 
Winya,QLD 
Wirlinga,NSW 
Wirraba,NSW 
Wirrabara,SA 
Wirragulla,NSW 
Wirrate,VIC 
Wirrega,SA 
Wirrimah,NSW 
Wirrimbi,NSW 
Wirrina Cove,SA 
Wirrinya,NSW 
Wirrulla,SA 
Wisanger,SA 
Wiseleigh,VIC 
